city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Bangalore,Doddathoguru,2,1,1,2,acept,not furnished,2160,11100,15,141,13416
Bangalore,Chandapura,2,2,1,1,acept,not furnished,1929,6900,189,90,9108
Bangalore,Uttarahalli,2,2,1,-,acept,not furnished,0,7800,1251,120,9171
Bangalore,Whitefield,2,1,1,10,acept,not furnished,1446,3900,0,51,5397
Bangalore,Bannerghatta Road,3,4,3,13,acept,not furnished,4050,16800,1680,213,22743
Chennai,Velachery,2,1,1,1,acept,not furnished,900,2610,0,36,3546
Bangalore,Banagiri Nagar,3,6,3,8,acept,furnished,8940,30000,5502,381,44820
Bangalore,Kengeri,3,3,3,7,acept,not furnished,7500,11748,1758,150,21156
Bangalore,Bannerghatta Road,3,4,1,-,not acept,not furnished,0,12000,12,183,12195
Bangalore,Kundalahalli,1,1,0,1,acept,not furnished,1200,5970,0,78,7248
Bangalore,Subramanyapura,3,2,1,23,acept,not furnished,2340,6600,75,84,9099
Bangalore,Hoodi,4,4,2,3,acept,not furnished,2010,9300,459,120,11889
Bangalore,Budigere,2,2,2,8,acept,furnished,3090,10290,708,132,14220
Bangalore,Kanakpura Road,2,2,1,17,acept,not furnished,1320,3750,114,48,5232
Bangalore,Kengeri,3,2,0,1,acept,not furnished,0,7500,1500,96,9096
Bangalore,Mysore Road,1,1,0,1,acept,not furnished,300,4200,0,54,4554
Bangalore,Yelahanka,2,1,0,3,acept,not furnished,1044,3300,0,42,4386
Chennai,Oragadam,2,1,1,10,acept,not furnished,1620,2460,366,33,4479
Bangalore,Koramangala,1,1,0,-,not acept,not furnished,0,3300,27,51,3378
Bangalore,Banashankari Stage III,3,2,2,9,acept,not furnished,4500,12000,1515,153,18168
Chennai,Madhavaram,2,1,1,1,acept,not furnished,0,2400,195,33,2628
Bangalore,Kundalahalli,1,1,1,15,acept,not furnished,1050,5640,0,72,6762
Bangalore,Kanakpura Road,2,1,0,-,not acept,not furnished,0,3666,0,57,3723
Bangalore,Uttarahalli,3,2,3,1,acept,not furnished,3450,4845,480,63,8838
Chennai,Anakaputhur,3,2,0,3,acept,not furnished,2100,4800,288,63,7251
Bangalore,KR Puram,1,1,1,9,not acept,furnished,4200,8580,552,111,13443
Bangalore,Hosur Road,2,2,1,13,acept,not furnished,3165,6498,1152,84,10899
Bangalore,Thanisandra,3,4,4,-,not acept,not furnished,0,12000,1200,183,13383
Bangalore,Hosa Road,1,1,0,9,acept,furnished,480,5250,0,69,5799
Bangalore,Yelahanka New Town,2,1,1,4,acept,not furnished,1695,3420,192,45,5352
Bangalore,Bommanahalli,3,2,2,4,not acept,not furnished,2580,7800,627,99,11106
Bangalore,Judicial Layout,4,3,2,5,not acept,furnished,6900,19500,1752,249,28401
Bangalore,Thanisandra,2,1,0,-,acept,not furnished,0,8400,873,129,9402
Bangalore,Haralur Road,3,3,0,-,acept,not furnished,0,7680,0,117,7797
Bangalore,Bommasandra,2,2,1,3,acept,furnished,2010,12900,216,165,15291
Bangalore,Electronic City Phase II,1,1,1,15,acept,not furnished,1500,4680,183,60,6423
Bangalore,Yeshwanthpur,4,5,4,7,acept,not furnished,9720,38400,4035,489,52650
Bangalore,Cooke Town,3,3,4,8,acept,furnished,8100,25500,2364,324,36300
Bangalore,LB Shastri Nagar,4,4,3,2,acept,furnished,8700,28050,2751,357,39870
Bangalore,Pai Layout,3,3,2,16,acept,not furnished,3300,8373,1017,108,12798
Bangalore,Electronic City,7,4,0,-,acept,not furnished,0,11400,354,174,11928
Bangalore,Rajaji Nagar,2,2,2,11,not acept,not furnished,6600,22500,2340,288,31740
Bangalore,Hoodi,2,4,2,19,not acept,not furnished,2850,19797,1125,252,24024
Bangalore,Kasavanhalli,3,3,2,2,acept,furnished,3000,11400,576,147,15123
Chennai,Ponniammanmedu,3,4,4,2,acept,not furnished,7944,24000,2001,306,34260
Bangalore,Harlur,3,4,4,-,not acept,not furnished,0,12000,1110,183,13293
Bangalore,TC Palaya,1,1,0,12,not acept,furnished,1155,9000,375,117,10647
Bangalore,Electronic City,3,1,0,-,acept,not furnished,0,6600,1050,102,7752
Bangalore,Subramanyapura,2,3,2,25,acept,furnished,1902,20700,495,264,23361
Chennai,Kelambakkam,1,1,0,4,acept,not furnished,1470,1500,111,21,3102
Bangalore,Basavanagara,4,6,4,-,acept,furnished,0,27300,5517,411,33240
Bangalore,JP Nagar,4,4,8,-,acept,not furnished,0,21120,2064,318,23502
Chennai,Adyar,1,1,1,8,acept,not furnished,1680,3300,138,42,5160
Bangalore,Jigani,4,5,3,-,not acept,furnished,1650,40500,10002,516,52680
Bangalore,Hoskote,2,2,3,-,acept,not furnished,0,15450,0,234,15684
Bangalore,Divya Unnathi Layout,3,3,2,6,acept,not furnished,7800,13200,2475,168,23643
Chennai,Tiruvallur,4,6,2,3,acept,not furnished,8400,8400,1299,108,18207
Bangalore,Kudlu,2,1,0,1,not acept,not furnished,0,3750,360,48,4158
Bangalore,Ramamurthy Nagar,2,2,0,1,not acept,not furnished,2250,6375,438,81,9144
Bangalore,Yeshwanthpur,4,5,4,-,acept,not furnished,10239,33000,6084,498,49830
Bangalore,Kodihalli,3,4,4,9,acept,not furnished,12282,16500,438,210,29430
Bangalore,Brookefield,2,2,1,6,not acept,not furnished,1500,4050,15,54,5619
Chennai,Iyyappanthangal,2,1,1,3,acept,furnished,2013,5400,156,69,7638
Bangalore,Rajaji Nagar,3,2,1,6,acept,not furnished,4650,16500,900,210,22260
Bangalore,Hebbal,3,4,0,6,acept,not furnished,10500,15000,4002,192,29694
Bangalore,Kogilu,1,1,1,9,acept,furnished,4710,5100,669,66,10545
Bangalore,Panathur,2,2,2,3,not acept,not furnished,4500,8400,876,108,13884
Bangalore,Chikkalasandra,4,6,4,-,acept,not furnished,900,19500,1251,294,21945
Bangalore,Haralur Road,3,2,0,-,acept,not furnished,0,12000,72,183,12255
Bangalore,Kothanur,1,1,1,13,acept,furnished,1836,7614,0,54,9504
Chennai,Mogappair,1,1,1,16,not acept,not furnished,1416,6000,225,78,7719
Bangalore,Jalahalli,2,1,1,8,acept,not furnished,1200,4500,303,60,6063
Bangalore,Marathahalli,4,4,4,1,acept,not furnished,5100,7500,2751,96,15447
Chennai,Navallur,3,4,2,1,acept,not furnished,2412,6600,432,84,9528
Bangalore,Begur Road,4,4,3,2,acept,not furnished,7500,13500,3126,174,24300
Chennai,Chengalpattu,4,2,2,16,acept,not furnished,4344,8400,621,108,13473
Bangalore,Haralur Road,3,4,3,4,acept,not furnished,6240,5940,1944,78,14202
Bangalore,Mysore Road,1,1,0,7,acept,not furnished,1380,5100,0,66,6546
Bangalore,Mysore Road,2,1,1,13,acept,not furnished,870,3750,0,48,4668
Bangalore,Channasandra,2,1,0,9,not acept,not furnished,2805,5370,0,69,8244
Bangalore,Sadashiva Nagar,3,4,3,-,acept,not furnished,0,12000,210,183,12393
Bangalore,Hulimavu,1,1,0,26,acept,not furnished,885,6000,132,78,7095
Bangalore,Hennur Road,2,1,0,-,acept,not furnished,0,5400,840,84,6324
Bangalore,Hebbal,3,3,4,-,acept,furnished,750,19500,927,294,21471
Bangalore,Panathur,2,1,0,4,acept,furnished,1860,6570,0,84,8514
Bangalore,Haralur Road,3,2,1,-,acept,not furnished,0,4350,0,66,4416
Bangalore,Old Madras Road,4,5,3,19,acept,furnished,7500,29259,4500,372,41640
Bangalore,Sarjapur  Road,2,1,1,16,not acept,not furnished,2880,7800,0,99,10779
Chennai,Pallikaranai,3,2,1,17,acept,not furnished,2118,3120,300,42,5580
Bangalore,Abbigere,4,4,3,5,acept,not furnished,10800,36000,3252,459,50520
Bangalore,Kanakpura Road,1,1,1,-,acept,not furnished,0,4500,300,69,4869
Bangalore,Sarjapur  Road,2,2,2,7,not acept,furnished,5178,11850,1023,153,18204
Bangalore,Gunjur,3,3,2,7,acept,not furnished,3945,16500,876,210,21531
Bangalore,Somasundara Palya,1,1,0,4,acept,not furnished,1110,7050,168,90,8418
Bangalore,Thanisandra,3,2,1,8,acept,not furnished,4500,24000,126,306,28932
Bangalore,Marathahalli,4,2,4,27,acept,not furnished,8880,30120,2625,384,42000
Bangalore,HSR Layout,1,1,1,16,acept,not furnished,1350,6510,177,84,8121
Bangalore,Electronic City,2,2,1,6,acept,not furnished,3150,12000,720,153,16023
Bangalore,Kengeri,4,5,4,4,not acept,not furnished,10500,18000,3501,231,32220
Bangalore,Banaswadi,2,2,1,-,not acept,not furnished,0,13800,1230,210,15240
Bangalore,Narayanapura,3,4,3,-,acept,furnished,0,10470,1350,159,11979
Bangalore,Hebbal,3,4,3,8,acept,not furnished,8550,27000,2502,345,38400
Bangalore,Thanisandra,2,3,1,2,not acept,furnished,6900,39000,1875,495,48270
Bangalore,Channasandra,3,3,1,3,acept,furnished,2250,12750,63,162,15225
Bangalore,Lingarajapuram,4,4,5,-,acept,not furnished,0,21675,11250,327,33240
Bangalore,Yeshwanthpur,4,5,3,-,not acept,not furnished,0,45000,0,573,45570
Chennai,Ponmar,1,1,1,9,acept,not furnished,1500,2220,90,30,3840
Bangalore,Bommasandra,3,2,1,2,acept,furnished,3051,6000,36,78,9165
Chennai,Anna Nagar,3,2,1,6,acept,not furnished,2475,4500,426,60,7461
Bangalore,Devanahalli,2,2,1,-,acept,not furnished,0,5760,237,87,6084
Bangalore,Bommanahalli,3,2,2,6,acept,furnished,4470,6690,435,87,11682
Bangalore,Jalahalli,2,2,2,8,not acept,not furnished,2400,6300,177,81,8958
Bangalore,Singasandra,1,1,1,16,acept,furnished,2364,7161,51,93,9669
Bangalore,Doddathoguru,1,2,1,3,not acept,furnished,3186,6300,81,81,9648
Bangalore,Sarjapur  Road,3,1,1,1,acept,not furnished,3240,6000,201,78,9519
Bangalore,Mico Layout,3,5,6,-,acept,furnished,0,39000,1500,588,41100
Bangalore,Off Sarjapur Road, ,3,6,6,-,acept,not furnished,0,14400,1410,219,16029
Bangalore,Hoodi,3,3,2,2,acept,not furnished,3900,8400,876,108,13284
Bangalore,Rachenahalli,2,3,2,-,not acept,not furnished,150,6000,0,93,6243
Bangalore,Thigalarapalya,3,5,4,6,acept,furnished,9903,35700,2880,453,48930
Bangalore,Indira Nagar,3,2,2,1,acept,not furnished,2280,7500,849,96,10725
Bangalore,Akshaya Nagar,4,4,4,7,not acept,not furnished,9900,4500,5751,60,20211
Bangalore,Hennur,1,1,1,1,not acept,not furnished,1635,3600,0,48,5283
Bangalore,Chandapura,3,1,1,7,acept,not furnished,1764,4140,345,54,6303
Bangalore,Hormavu,3,2,2,5,not acept,not furnished,6597,15000,1269,192,23058
Bangalore,Electronic City,2,2,0,8,not acept,furnished,3300,14997,150,192,18639
Bangalore,Benson Town,4,5,4,7,acept,not furnished,10500,30000,5502,381,46380
Chennai,Pattabiram,3,1,0,6,acept,not furnished,2130,3000,270,39,5439
Bangalore,Panathur,1,2,1,14,acept,not furnished,2400,8400,276,108,11184
Bangalore,Kereguddadahalli,3,2,0,7,acept,not furnished,3750,24000,309,306,28365
Bangalore,HRBR Layout,2,3,2,2,acept,furnished,5670,10740,1254,138,17802
Chennai,Maraimalai Nagar,3,2,2,3,not acept,not furnished,1350,6600,360,84,8394
Bangalore,Bellandur,4,4,2,2,acept,not furnished,7800,6000,1752,78,15630
Bangalore,Kaikondrahalli,3,2,2,6,not acept,not furnished,6000,23400,1650,297,31350
Bangalore,Kengeri,4,3,2,2,acept,not furnished,9600,30000,2751,381,42720
Bangalore,Doctors Layout,3,3,2,-,not acept,not furnished,0,16800,7251,255,24306
Bangalore,Chandapura,2,2,1,4,acept,furnished,2190,5250,249,69,7758
Bangalore,Kaggadasapura,1,1,1,5,acept,not furnished,990,6300,321,81,7692
Bangalore,Uttarahalli,2,1,0,-,acept,not furnished,0,3600,201,57,3858
Bangalore,Tumkur Road,3,3,3,7,acept,furnished,4800,24000,1884,306,30990
Bangalore,Marathahalli,3,3,4,12,acept,not furnished,11400,19500,4251,249,35400
Bangalore,Sarjapur  Road,2,2,1,5,acept,furnished,2460,9300,351,120,12231
Bangalore,Kundalahalli,1,1,0,-,not acept,not furnished,840,4500,150,60,5550
Chennai,Muttukadu,1,1,0,4,acept,not furnished,1260,1500,51,21,2832
Bangalore,Sarjapur  Road,3,1,1,1,acept,not furnished,1626,4020,351,51,6048
Bangalore,Kadugodi,1,1,1,8,acept,furnished,1470,12000,270,153,13893
Bangalore,Gottigere,2,1,1,5,acept,furnished,1650,6900,189,90,8829
Chennai,Kovur,4,3,2,14,acept,not furnished,3090,10500,660,135,14385
Bangalore,Hulimavu,1,1,0,4,not acept,furnished,1050,7230,0,93,8373
Bangalore,TC Palaya,1,1,1,13,not acept,furnished,5373,3900,465,51,9789
Bangalore,Sahakara Nagar,3,2,2,17,acept,not furnished,3924,7050,963,90,12027
Bangalore,Hosa Road,1,1,0,12,acept,not furnished,954,6300,123,81,7458
Bangalore,Yelahanka,2,1,1,2,acept,not furnished,0,3900,90,51,4041
Bangalore,Bisuvanahalli,3,3,4,-,acept,not furnished,0,24000,3501,363,27864
Bangalore,Kothanur,1,2,1,13,acept,furnished,3450,18000,0,231,21681
Bangalore,Thigalarapalya,3,2,0,11,acept,furnished,6600,12000,1326,153,20079
Bangalore,Ramagondanahalli,2,2,1,1,acept,not furnished,2376,6600,444,84,9504
Bangalore,Nelamangala,6,5,2,2,not acept,not furnished,2400,11400,75,174,14049
Bangalore,Hebbal,4,5,0,6,acept,not furnished,6069,36000,4752,459,47280
Chennai,Maraimalai Nagar,2,1,0,1,acept,not furnished,900,2100,300,27,3327
Bangalore,Cox Town,4,4,3,7,not acept,furnished,6000,45000,2250,573,53820
Bangalore,Bhoganhalli,2,1,1,6,acept,not furnished,939,3600,501,48,5088
Bangalore,Marathahalli,4,5,4,-,acept,not furnished,0,15000,1614,228,16842
Bangalore,Hoodi,3,3,2,-,acept,furnished,0,14700,75,222,14997
Bangalore,6th Phase JP Nagar,4,3,4,9,acept,not furnished,5649,10500,1977,135,18261
Bangalore,Harlur,3,2,3,-,acept,not furnished,0,10500,876,159,11535
Bangalore,1st Block Koramangala,4,3,1,2,acept,furnished,5322,18000,0,231,23553
Bangalore,Kengeri,3,2,3,-,not acept,not furnished,0,13500,1101,204,14805
Bangalore,Udaya Nagar,1,1,0,-,not acept,not furnished,0,2850,150,39,3039
Bangalore,Chandapura,3,1,1,6,acept,not furnished,1383,7590,270,99,9342
Bangalore,Thanisandra,3,3,2,-,acept,not furnished,0,10500,876,159,11535
Bangalore,Jalahalli,2,2,2,25,not acept,not furnished,2595,10500,0,135,13230
Chennai,Oragadam,2,2,2,9,acept,not furnished,1380,5892,402,24,7698
Bangalore,Panathur,2,1,1,1,acept,not furnished,1500,6900,291,90,8781
Chennai,Perumbakkam,1,2,0,1,acept,not furnished,735,2160,138,30,3063
Bangalore,Talaghattapura,3,3,1,10,acept,furnished,4800,12900,750,165,18615
Bangalore,Bellandur,3,3,1,-,acept,furnished,5355,18000,882,231,24468
Bangalore,KR Puram,1,1,1,4,not acept,furnished,2436,9600,0,123,12159
Bangalore,Bank Of Baroda Colony,5,6,6,23,acept,not furnished,17127,39000,7485,495,64110
Bangalore,Banashankari Stage II,3,2,2,7,acept,furnished,3291,9600,957,123,13971
Bangalore,Bellandur,3,4,3,5,not acept,not furnished,8544,12990,3684,165,25383
Bangalore,Hennur Road,1,1,0,11,not acept,not furnished,900,6000,0,78,6978
Bangalore,Gubbalala,2,1,1,1,not acept,not furnished,1470,5100,0,66,6636
Bangalore,Kaggadasapura,1,1,2,6,acept,furnished,1785,10140,0,129,12054
Bangalore,Kasavanhalli,3,3,2,18,acept,not furnished,3480,6600,1254,84,11418
Bangalore,Electronic City,3,1,0,6,acept,furnished,2415,11700,360,150,14625
Chennai,Nedunkundram,5,6,0,2,acept,not furnished,10500,25500,2100,324,38430
Bangalore,Devanahalli,2,2,1,16,acept,not furnished,2070,5550,309,72,8001
Bangalore,Hosakerehalli,2,2,1,9,acept,not furnished,5178,16500,1140,210,23028
Bangalore,Thanisandra,2,4,1,-,acept,not furnished,0,45000,2487,678,48180
Bangalore,Whitefield,2,1,0,-,not acept,not furnished,0,3300,240,51,3591
Bangalore,Marathahalli,3,2,0,-,acept,furnished,0,24900,651,375,25926
Bangalore,Kodichikkanahalli,4,4,0,-,acept,not furnished,0,20400,3300,309,24009
Bangalore,Panathur,3,2,1,8,acept,not furnished,2988,10680,450,138,14256
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3750,102,57,3909
Bangalore,Sultan Palaya,4,5,5,17,acept,furnished,14400,15000,5976,192,35580
Bangalore,Panathur,2,2,0,5,acept,not furnished,2100,7800,300,99,10299
Bangalore,Balagere,4,5,6,-,not acept,furnished,0,27000,3450,408,30870
Bangalore,R.T. Nagar,3,4,1,2,acept,not furnished,3300,14700,0,189,18189
Chennai,Sholinganallur,2,1,1,3,acept,not furnished,600,3300,252,42,4194
Bangalore,Electronic City,2,1,1,-,not acept,not furnished,0,4350,0,66,4416
Chennai,Kundrathur,1,1,1,4,not acept,not furnished,1500,3240,177,42,4959
Bangalore,Harlur,4,5,4,6,not acept,not furnished,5607,10500,2151,135,18393
Bangalore,Hegde Nagar,3,1,1,10,acept,not furnished,3420,8400,0,108,11928
Bangalore,Harlur,4,2,1,4,acept,furnished,3600,13500,651,174,17925
Bangalore,Kodigehaali,4,3,4,2,acept,furnished,7125,14322,3099,183,24729
Bangalore,Sarjapur  Road,2,1,0,-,acept,not furnished,0,4650,0,72,4722
Bangalore,Kammanahalli,2,3,2,14,acept,furnished,3327,11940,627,153,16047
Chennai,Maraimalai Nagar,3,1,1,2,acept,not furnished,1440,3900,276,51,5667
Bangalore,Hennur,1,1,1,1,acept,furnished,2100,8955,0,114,11517
Bangalore,Raja Rajeshwari Nagar,1,1,1,4,not acept,furnished,900,8520,30,108,9558
Bangalore,Abbigere,3,4,3,1,acept,not furnished,5700,11400,3300,147,20547
Bangalore,Hebbal,3,3,3,-,acept,not furnished,0,13500,450,204,14154
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3000,0,48,3048
Bangalore,Choodasandra,3,3,2,5,acept,furnished,3336,17400,1425,222,22383
Bangalore,Whitefield,1,1,1,6,not acept,furnished,4350,7500,1026,96,12972
Bangalore,7th Phase JP Nagar,2,1,1,11,acept,not furnished,1140,4794,0,63,5997
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,0,1950,0,30,1980
Bangalore,Anekal,2,2,1,6,acept,not furnished,3000,9000,150,117,12267
Bangalore,Kammasandra,2,2,2,8,acept,not furnished,3000,6900,789,90,10779
Chennai,Sembakkam,5,4,0,-,acept,not furnished,0,12000,534,183,12717
Bangalore,Margondanahalli,2,1,1,8,not acept,not furnished,1590,5340,0,69,6999
Chennai,Kottivakkam,1,1,2,2,acept,not furnished,1731,4800,123,63,6717
Bangalore,Haralur Road,3,3,2,-,acept,not furnished,0,9900,405,150,10455
Chennai,Madipakkam,2,1,1,1,acept,furnished,1200,7200,180,93,8673
Bangalore,Electronic City,2,1,1,-,acept,not furnished,0,5700,252,87,6039
Bangalore,Jigani,4,3,5,-,not acept,furnished,0,36000,252,543,36810
Bangalore,Hoodi,1,2,2,1,not acept,furnished,4200,13500,1002,174,18876
Bangalore,Hebbal,3,4,2,-,acept,not furnished,0,12600,576,192,13368
Bangalore,Hoodi,2,2,1,3,not acept,not furnished,6000,37500,837,477,44820
Chennai,Valasaravakkam,3,2,2,4,acept,not furnished,1710,5844,327,75,7956
Bangalore,Gunjur Palya,3,3,2,-,acept,not furnished,0,11250,765,171,12186
Chennai,tambaram west,3,2,2,9,acept,furnished,1650,8100,228,105,10083
Chennai,Sholinganallur,2,1,1,16,not acept,not furnished,900,4200,180,54,5334
Bangalore,Bellandur,2,3,2,13,acept,not furnished,0,37500,0,477,37980
Bangalore,Balagere,3,3,1,-,acept,not furnished,3375,19500,177,294,23346
Chennai,Nanganallur,1,3,2,9,acept,not furnished,2940,13500,0,174,16614
Bangalore,Ambalipura,3,3,2,3,acept,furnished,3930,19500,1344,249,25023
Bangalore,Yelahanka,1,1,1,9,acept,furnished,1050,4740,75,63,5928
Bangalore,Begur Road,3,3,2,8,not acept,furnished,5100,33000,1626,420,40140
Bangalore,Sarjapur  Road,1,1,1,2,not acept,furnished,3000,7800,375,99,11274
Bangalore,7th Phase JP Nagar,1,1,1,-,not acept,not furnished,1215,2400,0,33,3648
Bangalore,Bellandur,4,3,1,4,acept,furnished,4716,15000,720,192,20628
Bangalore,Kamakshipalya,3,4,4,-,acept,furnished,0,18600,1950,282,20832
Bangalore,Raja Rajeshwari Nagar,1,1,1,1,not acept,furnished,1332,10164,372,129,11997
Bangalore,Panathur,2,3,1,14,acept,not furnished,2127,9900,282,126,12435
Bangalore,Begur Road,3,4,4,10,acept,not furnished,10500,21000,3000,267,34770
Bangalore,Bannerghatta Road,4,2,2,-,acept,not furnished,0,10500,30,159,10689
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,2250,0,36,2286
Bangalore,Raja Rajeshwari Nagar,1,1,0,4,acept,not furnished,960,5100,0,66,6126
Chennai,Guduvancheri,1,1,1,7,not acept,furnished,1218,8400,369,108,10095
Chennai,Iyyappanthangal,3,3,2,4,not acept,not furnished,1770,12441,729,159,15099
Bangalore,Lakshminarayana Pura,3,2,1,8,acept,not furnished,2010,6000,18,78,8106
Bangalore,Battarahalli,3,3,3,13,acept,not furnished,3471,10800,927,138,15336
Bangalore,Panathur,3,1,2,4,acept,not furnished,4800,5700,417,75,10992
Bangalore,Rajaji Nagar,3,2,2,-,acept,not furnished,0,6600,0,102,6702
Bangalore,Thyagaraja Nagar,4,5,5,4,acept,furnished,12900,38700,6315,492,58410
Bangalore,Reliaable Tranquil Layout,4,5,12,-,acept,not furnished,3,20700,15000,312,36030
Chennai,Vadapalani,3,2,1,12,acept,furnished,2610,4350,300,57,7317
Bangalore,Hennur,1,1,0,-,not acept,not furnished,0,4050,0,63,4113
Bangalore,Hebbal,2,2,1,-,acept,not furnished,0,14400,1602,219,16221
Bangalore,Kundalahalli,1,1,1,3,not acept,furnished,1440,6450,0,84,7974
Chennai,Ekkatuthangal,4,3,3,6,acept,not furnished,5580,6150,852,78,12660
Bangalore,Raja Rajeshwari Nagar,1,1,1,5,not acept,furnished,1260,3750,0,48,5058
Chennai,Padur,2,1,0,-,acept,not furnished,1770,2040,0,27,3837
Bangalore,Vijaya Bank Layout,4,4,5,9,acept,furnished,15600,21000,7986,267,44850
Bangalore,Haralur Road,3,2,4,-,acept,not furnished,0,29010,165,438,29613
Bangalore,R.T. Nagar,3,3,1,9,acept,not furnished,2022,6000,75,78,8175
Bangalore,Subramanyapura,4,1,3,5,not acept,not furnished,5742,18000,2412,231,26385
Bangalore,Bellandur,3,1,1,1,acept,not furnished,300,7500,252,114,8166
Bangalore,Frazer Town,5,5,6,-,acept,not furnished,0,45000,6300,573,51870
Bangalore,JP Nagar,4,6,3,8,acept,not furnished,13500,14400,4500,183,32580
Bangalore,Neeladri Nagar,4,4,4,-,acept,not furnished,0,10200,1125,156,11481
Bangalore,Bisuvanahalli,4,4,6,8,acept,furnished,15843,45000,9453,573,70860
Bangalore,Rachenahalli,2,1,1,4,not acept,furnished,1908,7479,240,27,9654
Bangalore,Electronics City Phase 1,2,2,4,-,acept,not furnished,0,8925,351,135,9411
Bangalore,Whitefield,1,1,1,17,acept,furnished,2328,12000,378,153,14859
Bangalore,Sidedahalli,4,3,3,3,acept,not furnished,11370,30000,4542,381,46290
Bangalore,Kalena Agrahara,3,4,0,-,acept,not furnished,0,12000,0,183,12183
Bangalore,Electronic City Phase II,1,1,1,3,acept,furnished,2100,9900,27,126,12153
Bangalore,Green Glen Layout,3,2,0,-,acept,not furnished,0,4770,0,72,4842
Bangalore,Uttarahalli,1,1,0,-,acept,not furnished,0,4110,150,63,4323
Bangalore,Yeshwanthpur,3,3,6,-,acept,not furnished,0,45000,3369,678,49050
Bangalore,Hebbal,4,2,3,2,not acept,furnished,9000,45000,300,573,54870
Bangalore,TC Palaya,1,1,1,18,not acept,furnished,4500,10500,0,135,15135
Bangalore,Kanakapura,4,5,0,1,acept,not furnished,12000,19230,6000,246,37470
Bangalore,Bellandur,3,2,2,-,acept,not furnished,0,9810,564,150,10524
Bangalore,Kaikondrahalli,3,4,2,6,not acept,not furnished,5400,23400,1002,297,30090
Bangalore,Hormavu,2,3,3,6,not acept,furnished,7500,17850,1251,228,26829
